trial	speed	player_pos	ball_pos	direction	distance	broad	jitter	change	change_loc	trial_nr	block
14	0.5	5	1	-	9	5	0.44999999999999996	0	0	27	7
11	0.5	5	1	-	9	5	0.9	0	0	28	7
3	0.5	5	1	-	9	5	0.44999999999999996	1	-3	29	7
60	0.5	5	1	+	9	5	0.3	0	0	30	7
4	0.5	5	1	-	9	5	0.9	1	-4	31	7
46	0.5	5	1	-	9	5	0.44999999999999996	0	0	32	7
2	0.5	5	1	-	9	5	0.75	1	-2	33	7
53	0.5	5	1	+	9	5	0.44999999999999996	1	-5	34	7
21	0.5	5	1	+	9	5	0.75	1	-5	35	7
36	0.5	5	1	-	9	5	0.3	1	-4	36	7
44	0.5	5	1	-	9	5	0.9	0	0	37	7
26	0.5	5	1	+	9	5	0.9	0	0	38	7
12	0.5	5	1	-	9	5	0.9	0	0	39	7
9	0.5	5	1	-	9	5	0.6	0	0	40	7
64	0.5	5	1	+	9	5	0.75	0	0	41	7
39	0.5	5	1	-	9	5	0.44999999999999996	1	-7	42	7
34	0.5	5	1	-	9	5	0.75	1	-2	43	7
40	0.5	5	1	-	9	5	0.75	1	-8	44	7
35	0.5	5	1	-	9	5	0.3	1	-3	45	7
37	0.5	5	1	-	9	5	0.3	1	-5	46	7
10	0.5	5	1	-	9	5	0.3	0	0	47	7
33	0.5	5	1	-	9	5	0.75	1	-1	48	7
41	0.5	5	1	-	9	5	0.75	0	0	49	7
23	0.5	5	1	+	9	5	0.9	1	-7	50	7
13	0.5	5	1	-	9	5	0.44999999999999996	0	0	51	7
55	0.5	5	1	+	9	5	0.3	1	-7	52	7
25	0.5	5	1	+	9	5	0.3	0	0	53	7
20	0.5	5	1	+	9	5	0.75	1	-4	54	7
16	0.5	5	1	-	9	5	0.75	0	0	55	7
15	0.5	5	1	-	9	5	0.44999999999999996	0	0	56	7
8	0.5	5	1	-	9	5	0.6	1	-8	57	7
61	0.5	5	1	+	9	5	0.75	0	0	58	7
54	0.5	5	1	+	9	5	0.6	1	-6	59	7
27	0.5	5	1	+	9	5	0.44999999999999996	0	0	60	7
18	0.5	5	1	+	9	5	0.9	1	-2	61	7
24	0.5	5	1	+	9	5	0.75	1	-8	62	7
47	0.5	5	1	-	9	5	0.6	0	0	63	7
1	0.5	5	1	-	9	5	0.9	1	-1	64	7
25	0.5	5	1	+	9	5	0.3	0	0	1	8
20	0.5	5	1	+	9	5	0.75	1	-4	2	8
28	0.5	5	1	+	9	5	0.44999999999999996	0	0	3	8
10	0.5	5	1	-	9	5	0.3	0	0	4	8
21	0.5	5	1	+	9	5	0.75	1	-5	5	8
27	0.5	5	1	+	9	5	0.44999999999999996	0	0	6	8
57	0.5	5	1	+	9	5	0.44999999999999996	0	0	7	8
12	0.5	5	1	-	9	5	0.9	0	0	8	8
46	0.5	5	1	-	9	5	0.44999999999999996	0	0	9	8
58	0.5	5	1	+	9	5	0.9	0	0	10	8
17	0.5	5	1	+	9	5	0.3	1	-1	11	8
53	0.5	5	1	+	9	5	0.44999999999999996	1	-5	12	8
50	0.5	5	1	+	9	5	0.9	1	-2	13	8
13	0.5	5	1	-	9	5	0.44999999999999996	0	0	14	8
47	0.5	5	1	-	9	5	0.6	0	0	15	8
38	0.5	5	1	-	9	5	0.75	1	-6	16	8
59	0.5	5	1	+	9	5	0.75	0	0	17	8
16	0.5	5	1	-	9	5	0.75	0	0	18	8
49	0.5	5	1	+	9	5	0.9	1	-1	19	8
26	0.5	5	1	+	9	5	0.9	0	0	20	8
39	0.5	5	1	-	9	5	0.44999999999999996	1	-7	21	8
19	0.5	5	1	+	9	5	0.6	1	-3	22	8
5	0.5	5	1	-	9	5	0.75	1	-5	23	8
32	0.5	5	1	+	9	5	0.6	0	0	24	8
2	0.5	5	1	-	9	5	0.75	1	-2	25	8
44	0.5	5	1	-	9	5	0.9	0	0	26	8
35	0.5	5	1	-	9	5	0.3	1	-3	27	8
6	0.5	5	1	-	9	5	0.75	1	-6	28	8
29	0.5	5	1	+	9	5	0.3	0	0	29	8
60	0.5	5	1	+	9	5	0.3	0	0	30	8
41	0.5	5	1	-	9	5	0.75	0	0	31	8
64	0.5	5	1	+	9	5	0.75	0	0	32	8
9	0.5	5	1	-	9	5	0.6	0	0	33	8
37	0.5	5	1	-	9	5	0.3	1	-5	34	8
55	0.5	5	1	+	9	5	0.3	1	-7	35	8
43	0.5	5	1	-	9	5	0.44999999999999996	0	0	36	8
3	0.5	5	1	-	9	5	0.44999999999999996	1	-3	37	8
45	0.5	5	1	-	9	5	0.75	0	0	38	8
48	0.5	5	1	-	9	5	0.3	0	0	39	8
14	0.5	5	1	-	9	5	0.44999999999999996	0	0	40	8
62	0.5	5	1	+	9	5	0.75	0	0	41	8
11	0.5	5	1	-	9	5	0.9	0	0	42	8
31	0.5	5	1	+	9	5	0.6	0	0	43	8
4	0.5	5	1	-	9	5	0.9	1	-4	44	8
15	0.5	5	1	-	9	5	0.44999999999999996	0	0	45	8
8	0.5	5	1	-	9	5	0.6	1	-8	46	8
52	0.5	5	1	+	9	5	0.9	1	-4	47	8
22	0.5	5	1	+	9	5	0.3	1	-6	48	8
23	0.5	5	1	+	9	5	0.9	1	-7	49	8
1	0.5	5	1	-	9	5	0.9	1	-1	50	8
34	0.5	5	1	-	9	5	0.75	1	-2	51	8
24	0.5	5	1	+	9	5	0.75	1	-8	52	8
33	0.5	5	1	-	9	5	0.75	1	-1	53	8
30	0.5	5	1	+	9	5	0.3	0	0	54	8
56	0.5	5	1	+	9	5	0.75	1	-8	55	8
51	0.5	5	1	+	9	5	0.75	1	-3	56	8
54	0.5	5	1	+	9	5	0.6	1	-6	57	8
36	0.5	5	1	-	9	5	0.3	1	-4	58	8
61	0.5	5	1	+	9	5	0.75	0	0	59	8
42	0.5	5	1	-	9	5	0.9	0	0	60	8
18	0.5	5	1	+	9	5	0.9	1	-2	61	8
63	0.5	5	1	+	9	5	0.75	0	0	62	8
40	0.5	5	1	-	9	5	0.75	1	-8	63	8
7	0.5	5	1	-	9	5	0.9	1	-7	64	8
18	0.5	5	1	+	9	5	0.9	1	-2	1	9
49	0.5	5	1	+	9	5	0.9	1	-1	2	9
44	0.5	5	1	-	9	5	0.9	0	0	3	9
8	0.5	5	1	-	9	5	0.6	1	-8	4	9
64	0.5	5	1	+	9	5	0.75	0	0	5	9
30	0.5	5	1	+	9	5	0.3	0	0	6	9
7	0.5	5	1	-	9	5	0.9	1	-7	7	9
36	0.5	5	1	-	9	5	0.3	1	-4	8	9
2	0.5	5	1	-	9	5	0.75	1	-2	9	9
60	0.5	5	1	+	9	5	0.3	0	0	10	9
58	0.5	5	1	+	9	5	0.9	0	0	11	9
3	0.5	5	1	-	9	5	0.44999999999999996	1	-3	12	9
39	0.5	5	1	-	9	5	0.44999999999999996	1	-7	13	9
61	0.5	5	1	+	9	5	0.75	0	0	14	9
37	0.5	5	1	-	9	5	0.3	1	-5	15	9
52	0.5	5	1	+	9	5	0.9	1	-4	16	9
41	0.5	5	1	-	9	5	0.75	0	0	17	9
46	0.5	5	1	-	9	5	0.44999999999999996	0	0	18	9
5	0.5	5	1	-	9	5	0.75	1	-5	19	9
29	0.5	5	1	+	9	5	0.3	0	0	20	9
42	0.5	5	1	-	9	5	0.9	0	0	21	9
15	0.5	5	1	-	9	5	0.44999999999999996	0	0	22	9
35	0.5	5	1	-	9	5	0.3	1	-3	23	9
38	0.5	5	1	-	9	5	0.75	1	-6	24	9
40	0.5	5	1	-	9	5	0.75	1	-8	25	9
48	0.5	5	1	-	9	5	0.3	0	0	26	9
23	0.5	5	1	+	9	5	0.9	1	-7	27	9
1	0.5	5	1	-	9	5	0.9	1	-1	28	9
13	0.5	5	1	-	9	5	0.44999999999999996	0	0	29	9
33	0.5	5	1	-	9	5	0.75	1	-1	30	9
24	0.5	5	1	+	9	5	0.75	1	-8	31	9
50	0.5	5	1	+	9	5	0.9	1	-2	32	9
21	0.5	5	1	+	9	5	0.75	1	-5	33	9
47	0.5	5	1	-	9	5	0.6	0	0	34	9
32	0.5	5	1	+	9	5	0.6	0	0	35	9
54	0.5	5	1	+	9	5	0.6	1	-6	36	9
53	0.5	5	1	+	9	5	0.44999999999999996	1	-5	37	9
62	0.5	5	1	+	9	5	0.75	0	0	38	9
9	0.5	5	1	-	9	5	0.6	0	0	39	9
16	0.5	5	1	-	9	5	0.75	0	0	40	9
11	0.5	5	1	-	9	5	0.9	0	0	41	9
4	0.5	5	1	-	9	5	0.9	1	-4	42	9
12	0.5	5	1	-	9	5	0.9	0	0	43	9
56	0.5	5	1	+	9	5	0.75	1	-8	44	9
26	0.5	5	1	+	9	5	0.9	0	0	45	9
45	0.5	5	1	-	9	5	0.75	0	0	46	9
22	0.5	5	1	+	9	5	0.3	1	-6	47	9
14	0.5	5	1	-	9	5	0.44999999999999996	0	0	48	9
34	0.5	5	1	-	9	5	0.75	1	-2	49	9
28	0.5	5	1	+	9	5	0.44999999999999996	0	0	50	9
27	0.5	5	1	+	9	5	0.44999999999999996	0	0	51	9
55	0.5	5	1	+	9	5	0.3	1	-7	52	9
20	0.5	5	1	+	9	5	0.75	1	-4	53	9
43	0.5	5	1	-	9	5	0.44999999999999996	0	0	54	9
31	0.5	5	1	+	9	5	0.6	0	0	55	9
63	0.5	5	1	+	9	5	0.75	0	0	56	9
10	0.5	5	1	-	9	5	0.3	0	0	57	9
19	0.5	5	1	+	9	5	0.6	1	-3	58	9
59	0.5	5	1	+	9	5	0.75	0	0	59	9
25	0.5	5	1	+	9	5	0.3	0	0	60	9
57	0.5	5	1	+	9	5	0.44999999999999996	0	0	61	9
6	0.5	5	1	-	9	5	0.75	1	-6	62	9
51	0.5	5	1	+	9	5	0.75	1	-3	63	9
17	0.5	5	1	+	9	5	0.3	1	-1	64	9
